"organism_group","strain","collection_date","serovar","isolate","location","isolation_source","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","antigen_formula","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","resist_sim","blaEC.COMPLETE","acrF.COMPLETE","mdtM.COMPLETE","sul2.COMPLETE","blaOXA.193.COMPLETE","X50S_L22_A103V.POINT","gyrA_T86I.POINT","blaOXA.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..O...COMPLETE","aph..3....IIIa.COMPLETE","meropenem","ciprofloxacin","tetracycline","ampicillin","gentamicin","erythromycin","azithromycin","clindamycin","nalidixic acid"
"Campylobacter jejuni","CVM N18C059",2018,NA,"PDT000473376.1","USA:MO","whole - cut in lab","environmental/other","PDS000082617.42",3,1,"ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","other/unspecified",2,"Other",0.9881423,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","CVM N18C477",2018,NA,"PDT000521858.1","USA:SC","chicken wings","environmental/other","PDS000082617.42",2,7,"ant(6)-Ia=PARTIAL,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,aph(3')-IIIa=PARTIAL_END_OF_CONTIG,blaOXA=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9881423,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","CVM N19C220",2019,NA,"PDT000599752.1","USA:NC","chicken legs","environmental/other","PDS000082617.42",2,9,"ant(6)-Ia=PARTIAL,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-460=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",1,"Other",0.9881423,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","CVM N19C167",2019,NA,"PDT000599783.1","USA:KS","chicken wings","environmental/other","PDS000082617.42",6,5,"ant(6)-Ia=PARTIAL,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,sat4=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9881423,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","19KS07CB30-C1",2019,NA,"PDT000643435.1","USA:KS","chicken wing","environmental/other","PDS000082617.42",2,5,"ant(6)-Ia=PARTIAL,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-460=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.8695652,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","19MD11CB09-C",2019,NA,"PDT000660406.2","USA:MD","chicken","environmental/other","PDS000082617.42",7,8,"ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-460=COMPLETE,blaOXA=MISTRANSLATION,sat4=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",1,"Other",0.8695652,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","CVM N16C397",2016,NA,"PDT000245215.2","USA:TN","chicken thighs","environmental/other","PDS000023140.158",1,4,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","CVM N16C399",2016,NA,"PDT000245217.2","USA:TN","chicken breast","environmental/other","PDS000023140.158",1,3,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","CVM N17C478",2017,NA,"PDT000345363.1","USA:IA","chicken thighs","environmental/other","PDS000023140.158",0,4,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","CVM N17C540",2017,NA,"PDT000345685.1","USA:MO","chicken legs","environmental/other","PDS000023140.158",2,6,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","CVM N17C686",2017,NA,"PDT000363329.1","USA:IA","mixed parts","environmental/other","PDS000023140.158",11,9,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","other/unspecified",0,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","CVM N18C432",2018,NA,"PDT000473192.1","USA:NM","chicken wings","environmental/other","PDS000023140.158",5,5,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","CVM N18C585",2018,NA,"PDT000521782.1","USA:MD","chicken breasts","environmental/other","PDS000023140.158",1,1,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","19NM06CB08-C",NA,NA,"PDT000548737.1","USA:NM","chicken","environmental/other","PDS000023140.158",9,4,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",1,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","19LA08CB25C1",2019,NA,"PDT000590248.1","USA:LA","cb-whole-cut in lab","environmental/other","PDS000023140.158",0,0,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","other/unspecified",2,"Other",0.8291139,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","19CA07CB39-UCD-C1",2019,NA,"PDT000639814.1","USA:CA","chicken breast","environmental/other","PDS000023140.158",3,3,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9620253,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","19TN11CB08N-C",2019,NA,"PDT000641613.1","USA:TN","chicken breast","environmental/other","PDS000023140.158",4,3,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.8291139,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1605773",2016,NA,"PDT000108179.2","USA:AZ","animal-cattle-heifer","environmental/other","PDS000072253.26",6,9,"blaOXA-193=COMPLETE,blaOXA=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",1,"Other",0.7886364,0.4593023,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606230",2016,NA,"PDT000123777.2","USA:SD","animal-cattle-dairy cow","environmental/other","PDS000072253.26",9,9,"blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",0.7886364,0.4593023,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606473",2016,NA,"PDT000133468.2","USA:MI","animal-cattle-dairy cow","environmental/other","PDS000072253.26",7,6,"blaOXA-193=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.8590909,0.6395349,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","FSIS1606848",2016,NA,"PDT000136406.2","USA:NC","animal-cattle-dairy cow","environmental/other","PDS000072253.26",3,2,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.8590909,0.6395349,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","CVM N19C112",2019,NA,"PDT000599730.1","USA:IA","chicken mixed parts","environmental/other","PDS000072253.26",8,2,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",1,"Other",0.8590909,0.6395349,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","CVM N16C285",2016,NA,"PDT000245106.2","USA:OR","chicken thighs","environmental/other","PDS000022406.123",9,8,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",0.9697581,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C256",2017,NA,"PDT000345631.1","USA:WA","chicken thighs","environmental/other","PDS000022406.123",1,1,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9697581,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C308",2018,NA,"PDT000473096.1","USA:OR","chicken thighs","environmental/other","PDS000022406.123",6,8,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",1,"Other",0.9697581,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N19C134",2019,NA,"PDT000599798.1","USA:KS","chicken legs","environmental/other","PDS000022406.123",5,15,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",1,"Other",0.9697581,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","19OR08CB26-C1",2019,NA,"PDT000608838.1","USA:OR","chicken thighs","environmental/other","PDS000022406.123",4,0,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.8790323,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N16C189",2016,NA,"PDT000245034.2","USA:WA","chicken legs","environmental/other","PDS000046133.106",10,4,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N16C535",2016,NA,"PDT000245347.2","USA:GA","chicken wings","environmental/other","PDS000046133.106",10,14,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",0,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C480",2017,NA,"PDT000345361.1","USA:IA","chicken breast","environmental/other","PDS000046133.106",17,1,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C210",2017,NA,"PDT000345434.1","USA:PA","chicken breast","environmental/other","PDS000046133.106",3,11,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C213",2017,NA,"PDT000345435.1","USA:SC","chicken wings","environmental/other","PDS000046133.106",16,20,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",0,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C099",2017,NA,"PDT000345470.1","USA:LA","chicken legs","environmental/other","PDS000046133.106",0,9,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C496",2017,NA,"PDT000345486.1","USA:LA","chicken breast","environmental/other","PDS000046133.106",1,10,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C177",2017,NA,"PDT000345567.1","USA:NM","chicken wings","environmental/other","PDS000046133.106",0,9,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C064",2017,NA,"PDT000345673.1","USA:IA","chicken wings","environmental/other","PDS000046133.106",15,18,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",0,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C280",2017,NA,"PDT000363245.1","USA:CO","chicken thighs","environmental/other","PDS000046133.106",3,12,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C442",2017,NA,"PDT000363347.1","USA:TX","chicken breast","environmental/other","PDS000046133.106",2,8,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C195",2018,NA,"PDT000472983.1","USA:TX","chicken legs","environmental/other","PDS000046133.106",2,10,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C268",2018,NA,"PDT000473041.1","USA:GA","chicken wings","environmental/other","PDS000046133.106",5,9,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C264",2018,NA,"PDT000473046.2","USA:GA","chicken wings","environmental/other","PDS000046133.106",6,6,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",2,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C468",2018,NA,"PDT000473140.1","USA:TN","chicken legs","environmental/other","PDS000046133.106",12,3,"50S_L22_A103V=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","chicken",1,"Other",0.8892388,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","CVM N18C393",2018,NA,"PDT000473203.1","USA:SC","chicken thighs","environmental/other","PDS000046133.106",5,6,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",2,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C544",2018,NA,"PDT000521720.1","USA:TN","chicken wings","environmental/other","PDS000046133.106",0,0,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",2,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C530",2018,NA,"PDT000521835.1","USA:SC","chicken mixed parts","environmental/other","PDS000046133.106",0,0,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",2,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C478",2018,NA,"PDT000521859.1","USA:SC","chicken thighs","environmental/other","PDS000046133.106",1,5,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",2,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","19LA01CB02C1",2019,NA,"PDT000524334.1","USA:LA","cb-breasts","environmental/other","PDS000046133.106",2,11,"50S_L22_A103V=POINT",NA,NA,NA,"USA","other/unspecified",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N19C258",2019,NA,"PDT000599744.1","USA:CA","chicken breasts","environmental/other","PDS000046133.106",2,13,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N19C129",2019,NA,"PDT000599802.1","USA:SC","chicken wings","environmental/other","PDS000046133.106",0,6,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",2,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","19IA10CB34-C1",2019,NA,"PDT000631546.1","USA:IA","chicken breast","environmental/other","PDS000046133.106",1,2,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",2,"Other",0.8815249,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","19TX07CB33-C",2019,NA,"PDT000767875.3","USA:TX","chicken leg","environmental/other","PDS000046133.106",2,9,"50S_L22_A103V=POINT",NA,NA,NA,"USA","chicken",1,"Other",0.9898317,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","FSIS1606007",2016,NA,"PDT000112904.2","USA:NJ","animal-cattle-dairy cow","environmental/other","PDS000073565.28",8,9,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606014",2016,NA,"PDT000115250.4","USA:NE","animal-cattle-dairy cow","environmental/other","PDS000073565.28",4,11,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",1,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606084",2016,NA,"PDT000121589.2","USA:FL","animal-cattle-dairy cow","environmental/other","PDS000073565.28",12,16,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606158",2016,NA,"PDT000122214.2","USA:TX","animal-cattle-heifer","environmental/other","PDS000073565.28",4,7,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606366",2016,NA,"PDT000128936.2","USA:MI","animal-cattle-steer","environmental/other","PDS000073565.28",8,11,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606364",2016,NA,"PDT000128954.2","USA:OR","animal-swine-market swine","environmental/other","PDS000073565.28",8,15,"aph(3')-IIIa=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","pork",0,"Other",0.9718182,0.927907,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606550",2016,NA,"PDT000131065.2","USA:NE","animal-cattle-beef cow","environmental/other","PDS000073565.28",9,10,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606652",2016,NA,"PDT000132288.2","USA:OR","animal-cattle-dairy cow","environmental/other","PDS000073565.28",14,17,"blaOXA-193=COMPLETE,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",0.7181818,0.2790698,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1
"Campylobacter jejuni","FSIS1606658",2016,NA,"PDT000132301.2","USA:WI","animal-cattle-dairy cow","environmental/other","PDS000073565.28",7,8,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",1,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606749",2016,NA,"PDT000136424.2","USA:CO","animal-cattle-dairy cow","environmental/other","PDS000073565.28",10,11,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",0,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","FSIS1606858",2016,NA,"PDT000137312.2","USA:MI","animal-cattle-steer","environmental/other","PDS000073565.28",4,5,"aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.9718182,0.927907,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0
"Campylobacter jejuni","CVM N16C145",2016,NA,"PDT000244926.2","USA:GA","chicken breast","environmental/other","PDS000021285.130",6,7,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9827189,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N16C564",2016,NA,"PDT000245375.2","USA:CO","chicken thighs","environmental/other","PDS000021285.130",12,11,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",0.9827189,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N16C571",2016,NA,"PDT000245380.2","USA:CO","chicken thighs","environmental/other","PDS000021285.130",9,8,"blaOXA-193=COMPLETE,blaOXA=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",0.9827189,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N16C572",2016,NA,"PDT000245381.2","USA:CO","chicken breast","environmental/other","PDS000021285.130",9,8,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",0.9827189,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C205",2017,NA,"PDT000345775.1","USA:PA","chicken legs","environmental/other","PDS000021285.130",3,0,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9827189,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N17C404",2017,NA,"PDT000363293.1","USA:NY","chicken wings","environmental/other","PDS000021285.130",10,9,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",0,"Other",0.9827189,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","CVM N18C436",2018,NA,"PDT000521828.1","USA:PA","chicken thighs","environmental/other","PDS000021285.130",3,3,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.9827189,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","PNUSAC012257",2019,NA,"PDT000735065.3","USA:SC","chicken","environmental/other","PDS000021285.130",7,5,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","chicken",2,"Other",0.8790323,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","FSIS1605624",2016,NA,"PDT000105852.2","USA:TN","animal-cattle-dairy cow","environmental/other","PDS000116533.2",6,6,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.9653226,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","FSIS1606060",2016,NA,"PDT000122165.2","USA:CA","animal-cattle-steer","environmental/other","PDS000116533.2",0,0,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.9653226,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","FSIS1606062",2016,NA,"PDT000122167.2","USA:CA","animal-cattle-heifer","environmental/other","PDS000116533.2",0,0,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.9653226,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","FSIS1606551",2016,NA,"PDT000131039.2","USA:CO","animal-cattle-steer","environmental/other","PDS000116533.2",6,7,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.9653226,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"Campylobacter jejuni","FSIS1606593",2016,NA,"PDT000131157.2","USA:WA","animal-cattle-dairy cow","environmental/other","PDS000116533.2",3,4,"blaOXA-193=COMPLETE",NA,NA,NA,"USA","beef",2,"Other",0.9653226,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
