organism_group,strain,collection_date,serovar,isolate,location,isolation_source,isolation_type,snp_cluster,min_same,min_diff,amr_genotypes,computed_types,serovar_new,resist,suscept,inter,suscept_dose_dep,country,isolation_source_new,suscept_sim,resist_sim,inter_sim,sdd_sim
E.coli and Shigella,CVM N19EC0073,2019,NA,PDT000644936.1,USA:TX,chicken whole - cut in lab,environmental/other,PDS000054443.2,1,NA,"blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0072,2019,NA,PDT000644937.1,USA:SD,pork chop,environmental/other,PDS000054443.2,1,NA,"blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,PNUSAE052315,NA,NA,PDT000733536.3,USA,NA,clinical,PDS000062495.4,NA,16,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,NA,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,NA,NA,NA,PDT000923088.1,NA,NA,clinical,PDS000077968.2,34,NA,"aac(3)-IIe=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-55=COMPLETE,blaEC=MISTRANSLATION,blaTEM-1=COMPLETE,catA2=COMPLETE,cyaA_S352T=POINT,dfrA14=COMPLETE,emrD=COMPLETE,floR=COMPLETE,gyrA_D87Y=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul2=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,"ampicillin-sulbactam, ampicillin, aztreonam, cefazolin, cefepime, cefotaxime, ceftazidime, ceftriaxone, ciprofloxacin, gentamicin, levofloxacin, tetracycline, tobramycin, trimethoprim-sulfamethoxazole","amikacin, ceftazidime-avibactam, ceftolozane-tazobactam, doripenem, ertapenem, imipenem, meropenem, minocycline, piperacillin-tazobactam, plazomicin, tigecycline",cefoxitin,colistin=,NA,NA,0.2902979240302064,0.15510266028168357,0.058307710463297094,0.023162039583877175
E.coli and Shigella,CVM N18EC090,2018,NA,PDT000497411.1,USA:GA,chicken breasts,environmental/other,PDS000080755.3,37,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC1282,2017,NA,PDT000395147.1,USA:MD,chicken legs,environmental/other,PDS000082858.2,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,marR_S3N=POINT",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC1212,2018,NA,PDT000565910.1,USA:TX,chicken - whole cut in lab,environmental/other,PDS000082875.2,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,microbial,2013,NA,PDT001018076.1,Guadeloupe,feces,environmental/other,PDS000085498.2,4,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,blaTEM-52=COMPLETE,dfrA14=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,"amoxicillin, ceftazidime, nalidixic acid, tetracycline, ticarcillin, trimethoprim-sulfamethoxazole","amikacin, cefoxitin, ciprofloxacin, gentamicin, imipenem","amoxicillin-clavulanic acid, cefotaxime",,Guadeloupe,stool,0.2626572023168796,0.17975602581870873,0.06419555118058465,0.91441093065223
E.coli and Shigella,microbial,2013,NA,PDT001018092.1,Guadeloupe,feces,environmental/other,PDS000085498.2,4,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,blaTEM-52=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,gyrA_S83L=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,"amoxicillin, cefotaxime, ceftazidime, nalidixic acid, tetracycline, ticarcillin, trimethoprim-sulfamethoxazole","amikacin, cefoxitin, gentamicin, imipenem","amoxicillin-clavulanic acid, ciprofloxacin",,Guadeloupe,stool,0.20406825963884703,0.17704857000474725,0.060713191693826225,0.91441093065223
E.coli and Shigella,CVM N19EC1345,2019,NA,PDT000844521.1,USA:KS,ground turkey,environmental/other,PDS000108814.3,24,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,turkey,0.641193680162772,0.270089396649478,0.8102603763856664,0.91441093065223
E.coli and Shigella,URMC_19,2017,NA,PDT000543090.1,"USA: Rochester, NY",urine,clinical,PDS000120463.1,32,NA,"aac(6')-Ib-cr5=COMPLETE,aadA5=PARTIAL,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catA1=COMPLETE,catB3=PARTIAL,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,pmrB_E123D=POINT,ptsI_V25I=POINT,uhpT_E350Q=POINT",NA,NA,"ampicillin, aztreonam, cefazolin, cefepime, ceftriaxone, ciprofloxacin","amikacin, ertapenem, gentamicin, meropenem, nitrofurantoin, tigecycline",tobramycin,,USA,urine,0.279471013389584,0.1882864143267116,0.050780052873791504,0.91441093065223
E.coli and Shigella,ECPSTH01,2016,NA,PDT000230870.1,Thailand,sputum,clinical,PDS000015212.2,1,NA,"aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,ceftriaxone,,,,Thailand,other/unspecified,0.05723124516627997,0.13296464503523742,0.8102603763856664,0.91441093065223
E.coli and Shigella,ECPUTH01,2016,NA,PDT000230871.1,Thailand,urine,clinical,PDS000015212.2,0,NA,"aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,ceftriaxone,,,,Thailand,urine,0.05723124516627997,0.13296464503523742,0.8102603763856664,0.91441093065223
E.coli and Shigella,ECPUTH02,2016,NA,PDT000233309.1,Thailand: Bangkok,urine,clinical,PDS000015212.2,0,NA,"aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA5=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,pmrB_E123D=POINT,ptsI_V25I=POINT,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,ceftriaxone,,,,Thailand,urine,0.05723124516627997,0.13296464503523742,0.8102603763856664,0.91441093065223
E.coli and Shigella,FSIS1606526,2016,NA,PDT000128745.3,USA:NY,product-raw-intact-beef,environmental/other,PDS000034212.4,NA,25,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0503,2019,NA,PDT000639571.1,USA:TN,ground turkey (patties),environmental/other,PDS000039257.2,17,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6909567828951589,0.2529117117554207,0.8102603763856664,0.91441093065223
E.coli and Shigella,190,2016,NA,PDT000304337.1,USA:Boston,urine,clinical,PDS000040663.6,0,NA,"aac(6')-Ib-cr5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-VI=COMPLETE,aph(6)-Id=COMPLETE,arr-2=COMPLETE,blaCMY-6=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-1=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,cmlA5=COMPLETE,dfrA14=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,pmrB_Y358N=POINT,qnrB1=COMPLETE,rmtC=COMPLETE,sul1=COMPLETE,sul2=COMPLETE",NA,NA,"amikacin, amoxicillin-clavulanic acid, ampicillin, cefepime, cefoxitin, ceftazidime, ceftriaxone, ciprofloxacin, gentamicin, levofloxacin, meropenem, piperacillin-tazobactam, tobramycin, trimethoprim-sulfamethoxazole","nitrofurantoin, tetracycline",,,USA,urine,0.13603089125201806,0.13760609368295315,0.8102603763856664,0.91441093065223
E.coli and Shigella,URMC_35,2017,NA,PDT000485910.1,"USA: Rochester, NY",urine,clinical,PDS000044571.2,0,NA,"aac(3)-IIe=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,acrR_R45C=POINT,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,glpT_E448K=POINT,gyrA_D87Y=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE",NA,NA,"ampicillin, aztreonam, cefazolin, ceftriaxone, ciprofloxacin, gentamicin, levofloxacin, moxifloxacin","amikacin, ertapenem, imipenem, meropenem, nitrofurantoin, tigecycline, tobramycin",,,USA,urine,0.2784665491875055,0.17962710564613066,0.8102603763856664,0.91441093065223
E.coli and Shigella,URMC_70,2018,NA,PDT000543240.1,"USA: Rochester, NY",sepsis,clinical,PDS000048102.2,36,NA,"aadA5=COMPLETE,acrF=COMPLETE,arr-3=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaOXA=COMPLETE,catB3=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, aztreonam, cefazolin, ceftriaxone, ciprofloxacin, levofloxacin, moxifloxacin","amikacin, cefepime=S, ertapenem, gentamicin, imipenem, meropenem, nitrofurantoin, tigecycline",tobramycin,,USA,other/unspecified,0.29837098037145227,0.1876236148184928,0.050780052873791504,0.91441093065223
E.coli and Shigella,URMC_20,2017,NA,PDT000543085.1,"USA: Rochester, NY",urine,clinical,PDS000048103.2,4,NA,"acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,pmrB_E123D=POINT,ptsI_V25I=POINT,uhpT_E350Q=POINT",NA,NA,"ampicillin, aztreonam, cefazolin, ceftriaxone, ciprofloxacin, levofloxacin, moxifloxacin","amikacin, cefepime, ertapenem, gentamicin, imipenem, meropenem, nitrofurantoin, tigecycline, tobramycin",,,USA,urine,0.31948080783862914,0.1876236148184928,0.8102603763856664,0.91441093065223
E.coli and Shigella,URMC_56,2017,NA,PDT000543140.1,"USA: Rochester, NY",urine,clinical,PDS000048103.2,6,NA,"aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,dfrA17=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_E84V=POINT,parC_S80I=POINT,parE_I529L=POINT,pmrB_E123D=POINT,ptsI_V25I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,"ampicillin, aztreonam, cefazolin, ceftriaxone, ciprofloxacin","amikacin, cefepime, ertapenem, gentamicin, meropenem, nitrofurantoin, tigecycline, tobramycin",,,USA,urine,0.32224495716358664,0.19902272171057725,0.8102603763856664,0.91441093065223
E.coli and Shigella,URMC_42,2017,NA,PDT000543087.1,"USA: Rochester, NY",urine,clinical,PDS000048091.1,17,NA,"aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-27=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,erm(B)=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S57T=POINT,parC_S80I=POINT,parE_L416F=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,"ampicillin, cefazolin, ceftriaxone, ciprofloxacin","amikacin, aztreonam, cefepime, ertapenem, gentamicin, meropenem, nitrofurantoin, tigecycline, tobramycin",,,USA,urine,0.3423628705530536,0.1995079541536104,0.8102603763856664,0.91441093065223
E.coli and Shigella,URMC_55,2017,NA,PDT000543222.1,"USA: Rochester, NY",urine,clinical,PDS000048091.1,17,NA,"aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-27=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,erm(B)=COMPLETE,glpT_E448K=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S57T=POINT,parC_S80I=POINT,parE_L416F=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,"ampicillin, cefazolin, ceftriaxone, ciprofloxacin","amikacin, aztreonam, cefepime, ertapenem, gentamicin, meropenem, nitrofurantoin, tigecycline, tobramycin",,,USA,urine,0.3423628705530536,0.1995079541536104,0.8102603763856664,0.91441093065223
E.coli and Shigella,URMC_92,2018,NA,PDT000543152.1,"USA: Rochester, NY",sepsis,clinical,PDS000048096.2,31,NA,"aadA5=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-27=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,dfrA17=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, aztreonam, cefazolin, ceftriaxone","amikacin, cefepime=S, ciprofloxacin, ertapenem, gentamicin, imipenem, levofloxacin, meropenem, moxifloxacin, tigecycline, tobramycin",nitrofurantoin,,USA,other/unspecified,0.3380783184435456,0.2069248032609929,0.04165327077762086,0.91441093065223
E.coli and Shigella,CVM N19EC0179,2019,NA,PDT000644839.1,USA:KS,chicken wings,environmental/other,PDS000054463.2,17,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE",NA,NA,"ampicillin, gentamicin, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, tetracycline",,,USA,chicken,0.5380502367899069,0.2156156597158488,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC0818,2017,NA,PDT000394839.1,USA:PA,ground turkey,environmental/other,PDS000054457.2,19,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,"streptomycin, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, sulfisoxazole, trimethoprim-sulfamethoxazole",gentamicin,,USA,turkey,0.6604538207840384,0.24704995650653586,0.062416668109404355,0.91441093065223
E.coli and Shigella,CVM N19EC0330,2019,NA,PDT000644965.1,USA:MD,ground turkey,environmental/other,PDS000054457.2,19,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,"streptomycin, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, sulfisoxazole, trimethoprim-sulfamethoxazole",gentamicin,,USA,turkey,0.6604538207840384,0.24704995650653586,0.062416668109404355,0.91441093065223
E.coli and Shigella,CVM N19EC0174,2019,NA,PDT000644842.1,USA:SC,ground beef,environmental/other,PDS000054462.2,5,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0453,2019,NA,PDT000645089.1,USA:TX,ground beef,environmental/other,PDS000054462.2,5,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0612,2019,NA,PDT000639534.1,USA:TX,ground turkey,environmental/other,PDS000083639.3,15,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,"ampicillin, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6909567828951589,0.2529117117554207,0.8102603763856664,0.91441093065223
E.coli and Shigella,19GA10PC01,2019,NA,PDT000637360.1,USA:GA,pork chops,environmental/other,PDS000084914.2,1,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,pork,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC085,2018,NA,PDT000497408.1,USA:CO,pork chop,environmental/other,PDS000098153.3,2,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(C)=COMPLETE",NA,NA,tetracycline,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.7123238733924709,0.20639384529264526,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC0369,2019,NA,PDT001166171.1,USA:CO,pork chop (bone in),environmental/other,PDS000098153.3,2,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,tet(C)=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, trimethoprim-sulfamethoxazole",tetracycline,,USA,pork,0.7123238733924709,0.35215261665377673,0.052115034270760446,0.91441093065223
E.coli and Shigella,19GA09PC08-EC,2019,NA,PDT000710815.1,USA:GA,pork,environmental/other,PDS000110069.3,25,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,"ampicillin, streptomycin, tetracycline","amoxicillin-clavulanic acid, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, sulfisoxazole, trimethoprim-sulfamethoxazole",,,USA,pork,0.6717738359721938,0.26466408757902343,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N19EC1047,2019,NA,PDT000844623.1,USA:CA,chicken whole - cut in lab,environmental/other,PDS000120012.1,25,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,uhpT_E350Q=POINT",NA,NA,"gentamicin, streptomycin, sulfisoxazole","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, meropenem, nalidixic acid, tetracycline, trimethoprim-sulfamethoxazole",,,USA,chicken,0.6566117081612517,0.20693273948817653,0.8102603763856664,0.91441093065223
E.coli and Shigella,FSIS1607066,2016,NA,PDT000141065.3,USA:CA,product-raw-intact-beef,environmental/other,PDS000023704.6,NA,20,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,,"amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, streptomycin, sulfisoxazole, tetracycline, trimethoprim-sulfamethoxazole",,,USA,beef,0.7163170122666696,0.35215261665377673,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N17EC0124,2017,NA,PDT000395196.1,USA:IA,ground turkey,environmental/other,PDS000045250.2,30,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,"streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6602704325873527,0.252368787008979,0.8102603763856664,0.91441093065223
E.coli and Shigella,CVM N18EC117,2018,NA,PDT000497382.1,USA:NC,ground turkey,environmental/other,PDS000045250.2,13,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,"streptomycin, sulfisoxazole, tetracycline","amoxicillin-clavulanic acid, ampicillin, azithromycin, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin, gentamicin, meropenem, nalidixic acid, trimethoprim-sulfamethoxazole",,,USA,turkey,0.6602704325873527,0.252368787008979,0.8102603763856664,0.91441093065223
