#Organism group,Strain,Source type,Collection date,Host disease,Outbreak,Host,Isolate identifiers,Serovar,Isolate,Create date,AST phenotypes,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","CVM N17C657",,"2017",,,,"""CVM N17C657"",""SRS3530451""",,"PDT000345576.1","2018-07-12T09:59:33Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CO","Chicken Wings","environmental/other",,,,"SAMN09605355","GCA_005330865.1","blaOXA-594=COMPLETE",
"Campylobacter jejuni","CVM N17C659",,"2017",,,,"""CVM N17C659"",""SRS3530445""",,"PDT000345582.1","2018-07-12T09:59:34Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CO","Chicken Wings","environmental/other",,,,"SAMN09605357","GCA_005330985.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C346",,"2017",,,,"""CVM N17C346"",""SRS3530441""",,"PDT000345586.1","2018-07-12T09:59:34Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:LA","Chicken Legs","environmental/other",,,,"SAMN09605189","GCA_005331145.1","blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C305",,"2017",,,,"""CVM N17C305"",""SRS3530438""",,"PDT000345599.1","2018-07-12T09:59:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other",,,,"SAMN09605151","GCA_005329425.1","50S_L22_A103V=POINT,blaOXA-460=COMPLETE",
"Campylobacter jejuni","CVM N17C092",,"2017",,,,"""CVM N17C092"",""SRS3530410""",,"PDT000345618.1","2018-07-12T09:59:39Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Mixed Parts","environmental/other",,,,"SAMN09604975","GCA_005331475.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C133",,"2017",,,,"""CVM N17C133"",""SRS3530408""",,"PDT000345622.1","2018-07-12T09:59:39Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:MO","Chicken Wings","environmental/other",,,,"SAMN09605007","GCA_005331525.1","blaOXA-489=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C611",,"2017",,,,"""CVM N17C611"",""SRS3530379""",,"PDT000345654.1","2018-07-12T11:59:21Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TN","Chicken Legs","environmental/other",,,,"SAMN09605320","GCA_005331945.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C066",,"2017",,,,"""CVM N17C066"",""SRS3530365""",,"PDT000345671.1","2018-07-12T11:59:24Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:IA","Chicken Wings","environmental/other",,,,"SAMN09604949","GCA_005332865.1","50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C075",,"2017",,,,"""CVM N17C075"",""SRS3530357""",,"PDT000345681.1","2018-07-12T11:59:25Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:IA","Chicken Thighs","environmental/other",,,,"SAMN09604958","GCA_005332965.1","50S_L22_A103V=POINT,blaOXA-460=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C543",,"2017",,,,"""CVM N17C543"",""SRS3530823""",,"PDT000345688.1","2018-07-12T11:59:27Z","azithromycin=S,ciprofloxacin=S,clindamycin=R,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MO","Chicken Legs","environmental/other",,,,"SAMN09605273","GCA_005333125.1","50S_L22_A103V=POINT,aph(3')-IIIa=COMPLETE,lnu(C)=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C544",,"2017",,,,"""CVM N17C544"",""SRS3530822""",,"PDT000345689.1","2018-07-12T11:59:27Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:NM","Chicken Thighs","environmental/other",,,,"SAMN09605274","GCA_005332645.1","50S_L22_A103V=POINT,blaOXA-460=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C193",,"2017",,,,"""CVM N17C193"",""SRS3530814""",,"PDT000345697.1","2018-07-12T11:59:28Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NY","Chicken Thighs","environmental/other",,,,"SAMN09605063","GCA_005333225.1","tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C586",,"2017",,,,"""CVM N17C586"",""SRS3530804""",,"PDT000345707.1","2018-07-12T11:59:30Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:SC","Chicken Wings","environmental/other",,,,"SAMN09605304","GCA_005333385.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C468",,"2017",,,,"""CVM N17C468"",""SRS3530793""",,"PDT000345718.1","2018-07-12T11:59:32Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other",,,,"SAMN09605202","GCA_005333645.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N17C467",,"2017",,,,"""CVM N17C467"",""SRS3530792""",,"PDT000345719.1","2018-07-12T11:59:32Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other",,,,"SAMN09605201","GCA_005333545.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C466",,"2017",,,,"""CVM N17C466"",""SRS3530790""",,"PDT000345720.1","2018-07-12T11:59:32Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other",,,,"SAMN09605200","GCA_005333665.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE",
"Campylobacter jejuni","CVM N17C028",,"2017",,,,"""CVM N17C028"",""SRS3530771""",,"PDT000345740.1","2018-07-12T11:59:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","Chicken Wings","environmental/other",,,,"SAMN09604914","GCA_005332435.1","blaOXA-594=COMPLETE",
"Campylobacter jejuni","CVM N17C616",,"2017",,,,"""CVM N17C616"",""SRS3530768""",,"PDT000345743.1","2018-07-12T11:59:37Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","chicken breast","environmental/other",,,,"SAMN09605324","GCA_005332545.1",,
"Campylobacter jejuni","CVM N17C061",,"2017",,,,"""CVM N17C061"",""SRS3530765""",,"PDT000345746.1","2018-07-12T11:59:37Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","chicken breast","environmental/other",,,,"SAMN09604944","GCA_005333905.1","blaOXA-594=COMPLETE",
"Campylobacter jejuni","CVM N17C060",,"2017",,,,"""CVM N17C060"",""SRS3530764""",,"PDT000345747.1","2018-07-12T11:59:37Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","Chicken Wings","environmental/other",,,,"SAMN09604943","GCA_005332665.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C056",,"2017",,,,"""CVM N17C056"",""SRS3530759""",,"PDT000345751.1","2018-07-12T11:59:38Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:IA","Mixed Parts","environmental/other",,,,"SAMN09604939","GCA_005333945.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C238",,"2017",,,,"""CVM N17C238"",""SRS3530741""",,"PDT000345773.1","2018-07-12T11:59:42Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:TX","Chicken Legs","environmental/other",,,,"SAMN09605101","GCA_005334445.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-184=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C624",,"2017",,,,"""CVM N17C624"",""SRS3530721""",,"PDT000345789.1","2018-07-12T11:59:45Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","Whole - cut in lab","environmental/other",,,,"SAMN09605330","GCA_005334825.1","blaOXA-623=COMPLETE,blaOXA=COMPLETE",
"Campylobacter jejuni","CVM N17C019",,"2017",,,,"""CVM N17C019"",""SRS3530699""",,"PDT000345814.1","2018-07-12T11:59:50Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:GA","Chicken Wings","environmental/other",,,,"SAMN09604905","GCA_005335345.1","blaOXA-594=COMPLETE,blaOXA=COMPLETE,blaOXA=PARTIAL,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C664",,"2017",,,,"""CVM N17C664"",""SRS3673343""",,"PDT000363211.1","2018-08-15T19:42:52Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:CO","Chicken Thighs","environmental/other",,,,"SAMN09783251","GCA_005358425.1","tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C410",,"2017",,,,"""CVM N17C410"",""SRS3673337""",,"PDT000363217.1","2018-08-15T19:42:53Z","azithromycin=R,ciprofloxacin=S,clindamycin=R,erythromycin=R,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=R,tetracycline=R","USA:OR","Chicken Legs","environmental/other",,,,"SAMN09783168","GCA_005358685.1","23S_A2075G=POINT,50S_L22_A103V=POINT,aadE=COMPLETE,ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE,tet(O)=PARTIAL_END_OF_CONTIG",
"Campylobacter jejuni","CVM N17C403",,"2017",,,,"""CVM N17C403"",""SRS3673317""",,"PDT000363237.1","2018-08-15T19:42:56Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:NY","chicken breast","environmental/other",,,,"SAMN09783161","GCA_005359345.1","blaOXA-489=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C278",,"2017",,,,"""CVM N17C278"",""SRS3673311""",,"PDT000363243.1","2018-08-15T19:42:57Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:CO","Chicken Legs","environmental/other",,,,"SAMN09783101","GCA_005358905.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,gyrA_T86I=POINT,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C106",,"2017",,,,"""CVM N17C106"",""SRS3673292""",,"PDT000363261.1","2018-08-15T19:43:00Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:LA","Chicken Legs","environmental/other",,,,"SAMN09783084","GCA_005360325.1","50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C171",,"2017",,,,"""CVM N17C171"",""SRS3673270""",,"PDT000363286.1","2018-08-15T19:43:04Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NM","ground turkey","environmental/other",,,,"SAMN09783088","GCA_005360225.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C787",,"2017",,,,"""CVM N17C787"",""SRS3673258""",,"PDT000363299.1","2018-08-15T19:43:06Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:CO","Chicken Legs","environmental/other",,,,"SAMN09783369","GCA_005360265.1","blaOXA-460=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C682",,"2017",,,,"""CVM N17C682"",""SRS3673230""",,"PDT000363325.1","2018-08-15T19:43:10Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:IA","Chicken Wings","environmental/other",,,,"SAMN09783264","GCA_005360785.1","50S_L22_A103V=POINT,aph(3')-IIIa=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C689",,"2017",,,,"""CVM N17C689"",""SRS3673229""",,"PDT000363326.1","2018-08-15T19:43:11Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:IA","Whole - cut in lab","environmental/other",,,,"SAMN09783271","GCA_005360545.1","blaOXA-461=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C381",,"2017",,,,"""CVM N17C381"",""SRS3673223""",,"PDT000363332.1","2018-08-15T19:43:12Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:NM","Chicken Legs","environmental/other",,,,"SAMN09783139","GCA_005360465.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C778",,"2017",,,,"""CVM N17C778"",""SRS3673218""",,"PDT000363336.1","2018-08-15T19:43:12Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:SD","Chicken Thighs","environmental/other",,,,"SAMN09783360","GCA_005361165.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C418",,"2017",,,,"""CVM N17C418"",""SRS3673204""",,"PDT000363351.1","2018-08-15T19:43:15Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:PA","Chicken Legs","environmental/other",,,,"SAMN09783175","GCA_005361065.1",,
"Campylobacter jejuni","CVM N17C348",,"2017",,,,"""CVM N17C348"",""SRS3673203""",,"PDT000363352.1","2018-08-15T19:43:15Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:LA","Chicken Thighs","environmental/other",,,,"SAMN09783113","GCA_005361145.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C362",,"2017",,,,"""CVM N17C362"",""SRS3673193""",,"PDT000363363.1","2018-08-15T19:43:17Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=S","USA:MO","Chicken Thighs","environmental/other",,,,"SAMN09783120","GCA_005360965.1","aph(3')-VIIa=COMPLETE,gyrA_T86I=POINT",
"Campylobacter jejuni","CVM N17C388",,"2017",,,,"""CVM N17C388"",""SRS3673177""",,"PDT000363378.1","2018-08-15T19:43:19Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:NM","Chicken Wings","environmental/other",,,,"SAMN09783146","GCA_005361765.1","50S_L22_A103V=POINT,blaOXA-460=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C395",,"2017",,,,"""CVM N17C395"",""SRS3673178""",,"PDT000363379.1","2018-08-15T19:43:19Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","Chicken Legs","environmental/other",,,,"SAMN09783153","GCA_005362725.1","ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaOXA-460=COMPLETE,sat4=COMPLETE",
"Campylobacter jejuni","CVM N17C397",,"2017",,,,"""CVM N17C397"",""SRS3673173""",,"PDT000363383.1","2018-08-15T19:43:20Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","Chicken Legs","environmental/other",,,,"SAMN09783155","GCA_005361405.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N17C373",,"2017",,,,"""CVM N17C373"",""SRS3673169""",,"PDT000363387.1","2018-08-15T19:43:21Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MO","Chicken Wings","environmental/other",,,,"SAMN09783131","GCA_005362305.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N17C371",,"2017",,,,"""CVM N17C371"",""SRS3673159""",,"PDT000363398.1","2018-08-15T19:43:22Z","azithromycin=R,ciprofloxacin=S,clindamycin=R,erythromycin=R,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=R,tetracycline=R","USA:MO","Chicken Thighs","environmental/other",,,,"SAMN09783129","GCA_005362465.1","23S_A2075G=POINT,aadE-Cc=COMPLETE,blaOXA-578=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C407",,"2017",,,,"""CVM N17C407"",""SRS3673154""",,"PDT000363403.1","2018-08-15T19:43:24Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NY","Chicken Wings","environmental/other",,,,"SAMN09783165","GCA_005362605.1","50S_L22_A103V=POINT,blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N17C728",,"2017",,,,"""CVM N17C728"",""SRS3673150""",,"PDT000363408.1","2018-08-15T19:43:25Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MN","Chicken Thighs","environmental/other",,,,"SAMN09783310","GCA_005361685.1","tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C828",,"2017",,,,"""CVM N17C828"",""SRS3673135""",,"PDT000363422.1","2018-08-15T19:43:27Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","Chicken Legs","environmental/other",,,,"SAMN09783409","GCA_005364785.1","50S_L22_A103V=POINT,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,sat4=COMPLETE",
"Campylobacter jejuni","CVM N17C802",,"2017",,,,"""CVM N17C802"",""SRS3673094""",,"PDT000363463.1","2018-08-15T19:43:33Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MD","Chicken Wings","environmental/other",,,,"SAMN09783384","GCA_005362185.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C781",,"2017",,,,"""CVM N17C781"",""SRS3673093""",,"PDT000363464.1","2018-08-15T19:43:34Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:WA","Chicken Thighs","environmental/other",,,,"SAMN09783363","GCA_005364805.1","blaOXA-448=COMPLETE",
"Campylobacter jejuni","CVM N17C560",,"2017",,,,"""CVM N17C560"",""SRS3673086""",,"PDT000363471.1","2018-08-15T19:43:35Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NM","Chicken Thighs","environmental/other",,,,"SAMN09783227","GCA_005363865.1","aph(3')-IIIa=COMPLETE,blaOXA=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C556",,"2017",,,,"""CVM N17C556"",""SRS3673084""",,"PDT000363473.1","2018-08-15T19:43:35Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NM","Chicken Thighs","environmental/other",,,,"SAMN09783225","GCA_005363285.1","aph(3')-VIIa=COMPLETE,blaOXA-577=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","19CA08CB06-C1",,"2019-08",,,,"""19CA08CB06-C1"",""CFSAN103017"",""SRS6969282""",,"PDT000784458.3","2020-10-01T15:26:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:CA","chicken breast","environmental/other",,,,"SAMN15377878","GCA_015195185.1","blaOXA=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1026H1"",""SRS5274325""",,"PDT000837431.1","2020-09-16T20:25:58Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585718","GCA_014620795.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18V1089H1"",""SRS5274319""",,"PDT000837437.1","2020-09-16T20:26:00Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: VIC","feces","clinical",,,,"SAMN12585771","GCA_014619795.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18V1085H1"",""SRS5274315""",,"PDT000837441.1","2020-09-16T20:26:01Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: VIC","feces","clinical",,,,"SAMN12585767","GCA_014619555.1","blaOXA-61=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1003H1"",""SRS5274311""",,"PDT000837445.1","2020-09-16T20:26:02Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585698","GCA_014620675.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18T1020H1"",""SRS5274307""",,"PDT000837448.1","2020-09-16T20:26:03Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: TAS","feces","clinical",,,,"SAMN12585695","GCA_014620615.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1008H1"",""SRS5274308""",,"PDT000837449.1","2020-09-16T20:26:03Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585702","GCA_014620625.1",,
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1007H1"",""SRS5274306""",,"PDT000837450.1","2020-09-16T20:26:04Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585701","GCA_014620515.1","50S_L22_A103V=POINT,blaOXA-193=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18W1005H1"",""SRS5274305""",,"PDT000837451.1","2020-09-16T20:26:04Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=S,erythromycin=S,gentamicin=S,tetracycline=S","Australia: WA","feces","clinical",,,,"SAMN12585700","GCA_014620475.1",,
"Campylobacter jejuni",,,"2019","campylobacteriosis",,"Homo sapiens","""18N1134H1"",""SRS5274299""",,"PDT000837457.1","2020-09-16T20:26:06Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=R","Australia: NSW","feces","clinical",,,,"SAMN12585756","GCA_014620215.1","50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni",,,"2018","campylobacteriosis",,"Homo sapiens","""18V1077H1"",""SRS5274295""",,"PDT000837462.1","2020-09-16T20:26:08Z","amoxicillin-clavulanic acid=S,ampicillin=S,ciprofloxacin=R,erythromycin=S,gentamicin=S,tetracycline=S","Australia: VIC","feces","clinical",,,,"SAMN12585759","GCA_014620365.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT",
