"organism_group","strain","collection_date","isolate","location","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
"Salmonella enterica","CVM N58024",2015,"PDT000121229.2","USA:NY","environmental/other","PDS000029459.93",17,38,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0,"1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
"Salmonella enterica","CVM-N19779",2008,"PDT000123222.2","USA:CT","environmental/other","PDS000029459.93",25,39,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0,"1","0","0","0","0","0","0","1","0","1","1","0","1","0","1","0"
"Salmonella enterica","CVM N44705",2013,"PDT000077940.1","USA: NM","environmental/other","PDS000032400.67",29,31,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","chicken",0,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01105",2009,"PDT000103343.2","USA:NY","environmental/other","PDS000032400.67",0,9,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","chicken",1,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N58035",2015,"PDT000121239.2","USA:TN","environmental/other","PDS000032400.67",7,5,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","pork",2,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N19836",2008,"PDT000123521.3","USA:MN","environmental/other","PDS000032400.67",15,13,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","pork",0,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N38928",2012,"PDT000134815.2","USA:TN","environmental/other","PDS000032400.67",13,10,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","chicken",0,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1606961",2016,"PDT000138071.2","USA:SC","environmental/other","PDS000032400.67",13,15,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","pork",0,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S162",2017,"PDT000359586.1","USA:MN","environmental/other","PDS000032400.67",1,15,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","chicken",1,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N17S213",2017,"PDT000359383.1","USA:NM","environmental/other","PDS000097070.28",1,60,"aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S805",2017,"PDT000359603.1","USA:PA","environmental/other","PDS000097070.28",24,52,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N18S0091",2018,"PDT000518295.1","USA:TX","environmental/other","PDS000097070.28",0,16,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","19MN04CB17",2019,"PDT000532612.1","USA:MN","environmental/other","PDS000097070.28",3,27,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","(Missing)","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N18S0801",2018,"PDT000550562.1","USA:GA","environmental/other","PDS000097070.28",10,27,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","I -:-:-","Kentucky","USA","chicken",0,"Other",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S0551",2019,"PDT000593970.1","USA:TX","environmental/other","PDS000097070.28",3,52,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S0179",2019,"PDT000594003.1","USA:TX","environmental/other","PDS000097070.28",2,12,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","19MN12CB09",2019,"PDT000660119.1","USA:MN","environmental/other","PDS000097070.28",6,10,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S1629",2019,"PDT000728651.1","USA:NY","environmental/other","PDS000097070.28",10,22,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S1770",2019,"PDT000728684.1","USA:NY","environmental/other","PDS000097070.28",9,26,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","2014AM-2936",2014,"PDT000161287.2","USA","clinical","PDS000002536.132",18,28,"gyrA_S83Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","Saintpaul","Saintpaul","USA","urine",0,"4:e,h:1,2",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FL-NRM271",2006,"PDT000054750.3","USA:CT","environmental/other","PDS000042369.88",19,28,"aadA1=COMPLETE,aadA2=COMPLETE,ant(2'')-Ia=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","pork",0,"4:i:1,2",0,"1","1","0","1","1","1","0","0","1","1","1","0","0","0","0","0"
"Salmonella enterica","2014AM-1851",2014,"PDT000161260.2","USA","clinical","PDS000042369.88",11,29,"mdsA=COMPLETE,mdsB=COMPLETE","Typhimurium","Typhimurium","USA","stool",0,"4:i:1,2",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","2014AM-1833",2014,"PDT000161261.2","USA","clinical","PDS000026915.79",1,9,"blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Javiana","Other","USA","stool",1,"Other",0,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
"Salmonella enterica","2014AM-0376",2005,"PDT000161186.2","USA","clinical","PDS000002252.110",7,1,"blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(M)=COMPLETE","Stanley","(Missing)","USA","(Missing)",1,"Other",0,"1","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0"
"Salmonella enterica","2014AM-2453",2014,"PDT000161230.2","USA","clinical","PDS000002252.110",14,42,"blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE,tet(M)=COMPLETE","Stanley","Other","USA","stool",0,"Other",0,"1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0"
"Salmonella enterica","2014AM-2368",2014,"PDT000161324.2","USA","clinical","PDS000002252.110",3,4,"blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE,tet(M)=COMPLETE","I 4:d:-","Other","USA","stool",2,"Other",0,"1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0"
"Salmonella enterica","CVM N16S015",2016,"PDT000269056.2","USA:CA","environmental/other","PDS000032396.138",3,3,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","chicken",2,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1607041",2016,"PDT000138063.2","USA:IA","environmental/other","PDS000003754.179",6,9,"mdsA=COMPLETE,mdsB=COMPLETE","Blockley","Other","USA","pork",1,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S256",2016,"PDT000269269.2","USA:CA","environmental/other","PDS000003754.179",1,4,"mdsA=COMPLETE,mdsB=COMPLETE","Blockley","Other","USA","chicken",2,"Other",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S359",2016,"PDT000269141.2","USA:LA","environmental/other","PDS000032518.56",12,20,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N16S361",2016,"PDT000269143.2","USA:LA","environmental/other","PDS000032518.56",6,28,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=MISTRANSLATION,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N16S046",2016,"PDT000269421.2","USA:LA","environmental/other","PDS000032518.56",5,8,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N16S045",2016,"PDT000269422.2","USA:LA","environmental/other","PDS000032518.56",7,49,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","other/unspecified",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N16S048",2016,"PDT000269427.2","USA:LA","environmental/other","PDS000032518.56",3,24,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","other/unspecified",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N16S363",2016,"PDT000269439.2","USA:LA","environmental/other","PDS000032518.56",6,9,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S045",2017,"PDT000359512.1","USA:IA","environmental/other","PDS000032518.56",8,20,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S1345",2017,"PDT000385551.1","USA:LA","environmental/other","PDS000032518.56",15,20,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","other/unspecified",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S565",2017,"PDT000385594.1","USA:IA","environmental/other","PDS000032518.56",1,8,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S541",2017,"PDT000385599.1","USA:IA","environmental/other","PDS000032518.56",9,28,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=PARTIAL_END_OF_CONTIG,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S397",2017,"PDT000385621.1","USA:TX","environmental/other","PDS000032518.56",7,18,"aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S1110",2017,"PDT000385629.1","USA:SD","environmental/other","PDS000032518.56",1,9,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S575",2017,"PDT000385634.1","USA:IA","environmental/other","PDS000032518.56",20,23,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S572",2017,"PDT000385637.1","USA:IA","environmental/other","PDS000032518.56",1,41,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S1468",2017,"PDT000385644.1","USA:SD","environmental/other","PDS000032518.56",1,41,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S616",2017,"PDT000385675.1","USA:KS","environmental/other","PDS000032518.56",6,8,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S625",2017,"PDT000385708.1","USA:LA","environmental/other","PDS000032518.56",3,16,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S627",2017,"PDT000385709.1","USA:LA","environmental/other","PDS000032518.56",4,21,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S665",2017,"PDT000385716.1","USA:MO","environmental/other","PDS000032518.56",10,23,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S669",2017,"PDT000385717.1","USA:MO","environmental/other","PDS000032518.56",8,11,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","other/unspecified",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S375",2017,"PDT000385730.1","USA:SD","environmental/other","PDS000032518.56",8,20,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S686",2017,"PDT000385752.1","USA:MO","environmental/other","PDS000032518.56",5,21,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S678",2017,"PDT000385756.1","USA:MO","environmental/other","PDS000032518.56",13,17,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N17S671",2017,"PDT000385757.1","USA:MO","environmental/other","PDS000032518.56",16,33,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N18S0078",2018,"PDT000518297.1","USA:TN","environmental/other","PDS000032518.56",13,60,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N18S0067",2018,"PDT000518303.1","USA:SD","environmental/other","PDS000032518.56",11,28,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N18S0217",2018,"PDT000518334.1","USA:SD","environmental/other","PDS000032518.56",8,15,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N18S1472",2018,"PDT000565619.1","USA:CA","environmental/other","PDS000032518.56",10,36,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S0375",2019,"PDT000594096.1","USA:IA","environmental/other","PDS000032518.56",0,11,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S0955",2019,"PDT000644793.1","USA:TX","environmental/other","PDS000032518.56",10,29,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S2108",2019,"PDT000728741.1","USA:TX","environmental/other","PDS000032518.56",6,26,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S1979",2019,"PDT000843421.1","USA:IA","environmental/other","PDS000032518.56",11,29,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N19S0038",2019,"PDT000843424.1","USA:MN","environmental/other","PDS000032518.56",3,21,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","19CO04CB28-S1",2019,"PDT000604702.1","USA:CO","environmental/other","PDS000029532.107",3,11,"mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG","Kentucky","(Missing)","USA","chicken",1,"8:i:z6",1,"1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","19WA11CB39-S1",2019,"PDT000646055.1","USA:WA","environmental/other","PDS000029532.107",4,12,"mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N23770",2010,"PDT000102314.5","USA:NM","environmental/other","PDS000032417.104",8,8,"mdsA=COMPLETE,mdsB=COMPLETE","Infantis","Infantis","USA","chicken",0,"7:r:1,5",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N18S1583",2018,"PDT000550477.1","USA:IA","environmental/other","PDS000004004.128",25,2,"mdsA=COMPLETE,mdsB=COMPLETE","Braenderup","Other","USA","chicken",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N57971",2015,"PDT000121186.2","USA:GA","environmental/other","PDS000031137.85",9,24,"mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Rissen","Other","USA","turkey",0,"Other",0,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N57959F",2014,"PDT000121565.2","USA:NC","environmental/other","PDS000031137.85",9,20,"mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Rissen","Other","USA","pork",0,"Other",0,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N16S193",2016,"PDT000269039.2","USA:PA","environmental/other","PDS000031137.85",3,7,"mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Rissen","Other","USA","turkey",2,"Other",0,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N16S274",2016,"PDT000269093.2","USA:MD","environmental/other","PDS000031137.85",2,6,"mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Rissen","Other","USA","turkey",2,"Other",0,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N16S130",2016,"PDT000269203.2","USA:MD","environmental/other","PDS000031137.85",5,9,"aac(3)-IId=COMPLETE,aadA1=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Rissen","Other","USA","turkey",1,"Other",0,"1","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
"Salmonella enterica","CVM N16S420",2016,"PDT000269381.2","USA:GA","environmental/other","PDS000031137.85",2,6,"mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Rissen","Other","USA","turkey",2,"Other",0,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N17S1456",2017,"PDT000359453.1","USA:SC","environmental/other","PDS000031137.85",22,24,"mdsA=COMPLETE,mdsB=COMPLETE","Rissen","Other","USA","pork",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N18S1686",2018,"PDT000565601.1","USA:CA","environmental/other","PDS000031137.85",0,1,"mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Rissen","Other","USA","pork",2,"Other",0,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"Salmonella enterica","WAPHL_SAL-A00529",2004,"PDT000037945.4","USA:MD","environmental/other","PDS000031814.133",27,31,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","turkey",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N18578",2008,"PDT000111656.3","USA:TN","environmental/other","PDS000031814.133",0,21,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","chicken",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
